location,Basel,Basel,Basel,Basel,Basel,Basel
lat,47.75000,47.75000,47.75000,47.75000,47.75000,47.75000
lon,7.50000,7.50000,7.50000,7.50000,7.50000,7.50000
asl,363.653,363.653,363.653,363.653,363.653,363.653
variable,Temperature,Precipitation Total,Relative Humidity,Wind Speed,Wind Direction,Cloud Cover Total
unit,°C,mm,%,km/h,°,%
level,2 m elevation corrected,sfc,2 m,10 m,10 m,sfc
resolution,hourly,hourly,hourly,hourly,hourly,hourly
aggregation,None,None,None,None,None,None
timestamp,Basel Temperature [2 m elevation corrected],Basel Precipitation Total,Basel Relative Humidity [2 m],Basel Wind Speed [10 m],Basel Wind Direction [10 m],Basel Cloud Cover Total
20240505T0500,13.350245,0.4,90.05162,11.770403,203.4287,95.0
20240505T0600,13.850245,0.6,88.43648,13.217443,209.35776,94.0
20240505T0700,14.400246,0.3,87.90301,14.982228,215.21759,90.0
20240505T0800,15.420245,0.6,84.9322,13.684735,215.36246,75.0
20240505T0900,16.180246,0.2,81.04335,12.181624,214.1597,73.0
20240505T1000,17.130245,0.0,75.32663,14.264361,222.95459,76.0
20240505T1100,18.340246,0.0,68.72175,14.264361,227.04541,81.0
20240505T1200,19.370245,0.3,63.532078,13.755579,227.1211,54.0
20240505T1300,20.350245,0.2,57.555424,13.493999,226.08093,37.0
20240505T1400,20.660246,0.0,56.0118,13.276144,229.39871,27.0
20240505T1500,20.590246,0.0,56.217804,10.587918,234.68878,17.7
20240505T1600,20.570246,0.0,56.8887,6.696387,233.74615,29.1
20240505T1700,19.390245,0.0,61.590534,4.2136917,250.0169,45.0
20240505T1800,17.430244,0.0,76.82471,0.8049845,296.56506,31.0
20240505T1900,15.980246,0.3,82.30554,2.2768397,71.56504,30.000002
20240505T2000,14.900246,0.5,89.0532,3.5455887,66.037506,32.0
20240505T2100,14.380245,1.0,93.201225,3.6,89.99999,45.0
20240505T2200,14.110246,1.1,97.495636,2.3051248,141.34018,97.0
20240505T2300,13.870245,0.6,98.7096,2.8116899,140.19443,93.0
20240506T0000,13.660245,0.1,99.22519,3.4152596,161.56505,97.0
20240506T0100,13.450245,0.0,99.35356,5.2416787,164.0546,91.0
20240506T0200,13.160245,0.0,99.28611,5.937272,165.96376,99.0
20240506T0300,13.090245,0.0,99.28552,5.1544156,167.90524,99.0
20240506T0400,13.140245,0.0,99.22073,5.0528407,175.91438,96.0
20240506T0500,13.260245,0.0,98.57244,5.0528407,175.91438,96.0
20240506T0600,13.670245,0.2,97.16707,5.04,180.0,97.0
20240506T0700,14.210245,0.7,90.77333,5.315336,208.30077,95.0
20240506T0800,13.930245,0.4,89.38479,8.049845,243.43495,97.0
20240506T0900,13.490245,0.6,90.3016,11.841756,250.46335,96.0
20240506T1000,13.770246,1.0,89.371666,11.503113,249.86371,97.0
20240506T1100,13.780245,1.1,90.0254,11.269782,243.43495,97.0
20240506T1200,14.110246,0.9,88.10919,13.527572,244.79889,96.0
20240506T1300,14.540245,0.6,86.93522,12.72283,244.88516,95.0
20240506T1400,14.480246,0.2,86.35676,12.55879,242.70044,82.0
20240506T1500,14.630245,0.0,83.61695,11.681987,236.30994,83.0
20240506T1600,14.180245,0.0,82.56708,13.584932,237.99463,97.0
20240506T1700,13.830245,0.0,82.57732,11.592894,233.84181,98.0
20240506T1800,13.170245,0.0,85.58943,8.209263,232.12502,89.0
20240506T1900,13.320246,0.3,81.79464,5.8603754,222.51045,65.0
20240506T2000,12.090245,0.3,88.93177,5.4833565,203.1986,48.0
20240506T2100,11.590245,0.3,91.6817,4.452954,194.03624,57.0
20240506T2200,11.440246,0.3,92.10375,4.6102495,218.65982,100.0
20240506T2300,11.350245,0.3,91.111534,3.219938,243.43495,100.0
20240507T0000,10.970245,0.3,92.88318,3.6,233.1301,99.0
20240507T0100,10.760245,0.4,92.87042,4.8433046,221.98721,100.0
20240507T0200,10.5602455,0.4,94.37573,4.1046314,232.12502,96.0
20240507T0300,10.330245,0.4,95.13248,3.396233,237.99463,100.0
20240507T0400,10.210245,0.5,94.99856,3.219938,243.43495,99.0
20240507T0500,10.550245,0.4,94.375244,3.5455887,246.0375,96.0
20240507T0600,11.000245,0.3,93.32394,4.1046314,254.74487,84.0
20240507T0700,11.570246,0.5,90.51686,3.9763298,275.19443,97.0
20240507T0800,12.270246,0.3,86.53212,4.39436,304.99203,92.0
20240507T0900,12.980246,0.3,85.28248,5.904439,322.43143,100.0
20240507T1000,14.340245,0.3,84.75537,2.8799999,360.0,100.0
20240507T1100,15.200245,0.3,82.587135,3.0758414,339.44397,100.0
20240507T1200,15.150246,0.3,81.8195,3.096837,324.46234,99.0
20240507T1300,15.200245,0.3,81.23239,5.1919937,326.30994,92.0
20240507T1400,15.370245,0.2,80.77294,6.1305785,319.76367,87.0
20240507T1500,14.950245,0.1,81.522446,7.072878,345.25644,88.0
20240507T1600,14.640245,0.2,84.062584,4.452954,345.96375,95.0
20240507T1700,14.180245,0.2,86.555115,3.8773184,338.1986,95.0
20240507T1800,13.540245,0.6,89.768425,5.634891,333.43497,89.0
20240507T1900,13.180245,0.3,90.69868,8.089993,339.14557,84.0
20240507T2000,13.040245,0.0,91.11118,10.495713,354.09387,76.0
20240507T2100,12.710245,0.0,91.51335,9.726665,2.1210938,64.0
20240507T2200,12.380245,0.0,91.9191,10.853866,5.7105865,42.0
20240507T2300,11.940246,0.0,91.58285,10.464798,3.9451752,33.0
20240508T0000,11.370245,0.0,92.53352,9.726665,357.8789,33.0
20240508T0100,10.850245,0.0,92.93856,7.9932976,352.23483,29.0
20240508T0200,10.630245,0.0,93.99802,6.638072,347.4712,18.300001
20240508T0300,10.670245,0.0,94.25403,6.28713,346.7595,25.0
20240508T0400,10.480246,0.0,94.30802,5.5887027,345.0686,32.0
20240508T0500,10.590245,0.0,93.86909,6.725354,344.4759,47.0
20240508T0600,11.570246,0.0,90.63872,7.6367526,351.8699,51.0
20240508T0700,12.890245,0.0,82.84487,10.446206,1.9749298,68.0
20240508T0800,14.140245,0.0,75.47145,10.1376915,6.1154785,40.0
20240508T0900,14.970245,0.0,70.17632,10.538843,7.853302,49.0
20240508T1000,15.750245,0.0,61.263874,11.165805,358.1524,34.0
20240508T1100,16.480246,0.0,55.082066,12.261158,356.63354,42.0
20240508T1200,16.690245,0.0,54.16169,12.959999,360.0,40.0
20240508T1300,16.810246,0.0,53.453777,12.599999,360.0,50.0
20240508T1400,16.790245,0.0,53.118378,12.599999,360.0,60.0
20240508T1500,16.710245,0.0,55.82702,12.783802,9.72757,57.0
20240508T1600,16.360247,0.0,57.836777,12.522619,18.434952,51.0
20240508T1700,15.620245,0.0,63.054184,10.041354,14.534454,62.0
20240508T1800,14.780245,0.0,66.11661,9.47012,8.74614,61.0
20240508T1900,13.490245,0.0,70.45264,8.4042845,9.865799,72.0
20240508T2000,12.260245,0.0,76.0221,6.9899354,11.888657,81.0
20240508T2100,11.440246,0.0,80.92821,6.0347,17.35402,78.0
20240508T2200,11.350245,0.0,83.49306,5.95906,25.016876,53.0
20240508T2300,10.460245,0.0,87.94382,6.6087217,29.357742,17.0
20240509T0000,9.910245,0.0,89.89411,6.9153743,38.659805,12.0
20240509T0100,9.100245,0.0,92.00756,6.1305785,49.76364,15.0
20240509T0200,8.950245,0.0,92.62979,7.42159,39.09384,15.0
20240509T0300,8.940246,0.0,92.94696,8.217153,28.810776,7.0
20240509T0400,8.890245,0.0,93.00751,7.145796,40.914368,15.0
20240509T0500,9.680245,0.0,92.04776,5.0911684,44.999985,35.0
20240509T0600,11.870245,0.0,85.85035,5.634891,26.565033,25.0
20240509T0700,13.350245,0.0,82.29426,8.39657,30.963745,32.0
20240509T0800,14.570246,0.0,77.131935,12.313894,52.125008,84.0
20240509T0900,15.580245,0.0,71.920044,12.7279215,61.2602,100.0
20240509T1000,16.680244,0.0,67.15835,9.422101,43.451828,99.0
20240509T1100,17.480246,0.0,63.953453,9.931042,46.468796,100.0
20240509T1200,18.350245,0.0,61.6751,8.0899935,32.275635,100.0
20240509T1300,19.130245,0.0,58.921974,9.504272,37.30394,97.0
20240509T1400,19.660246,0.0,56.697765,8.4963045,36.38434,100.0
20240509T1500,20.010244,0.0,55.586075,8.913181,46.636566,98.0
20240509T1600,19.970245,0.0,55.131596,7.6367526,44.999985,95.0
20240509T1700,19.710245,0.0,55.583622,5.8048253,29.744873,58.0
20240509T1800,18.170246,0.0,62.00496,6.0347,17.35402,32.0
20240509T1900,15.200245,0.0,70.60177,7.0911775,23.962494,26.0
20240509T2000,14.200245,0.0,73.67125,6.4096174,38.157227,9.0
20240509T2100,12.520246,0.0,80.316246,6.638072,49.398697,5.0
20240509T2200,10.540245,0.0,87.89174,8.942214,49.89908,1.0
20240509T2300,9.690246,0.0,90.491714,7.4128532,60.945396,0.0
20240510T0000,8.750245,0.0,92.48962,6.489992,70.55996,0.0
20240510T0100,7.880245,0.0,94.62584,6.151683,69.443954,0.0
20240510T0200,7.3502455,0.0,95.65111,6.489992,70.55996,0.0
20240510T0300,6.8902454,0.0,96.56352,5.2416787,74.054596,0.0
20240510T0400,6.3202453,0.0,97.48682,4.5536795,71.56504,0.0
20240510T0500,7.9302454,0.0,94.17295,3.96,89.99999,0.0
20240510T0600,11.160245,0.0,85.83023,4.73506,81.25384,0.0
20240510T0700,14.220245,0.0,74.374306,3.8773184,68.19859,0.0
20240510T0800,16.690245,0.0,65.294106,4.6938257,57.5288,0.0
20240510T0900,18.550245,0.0,60.09403,6.489992,56.30993,0.0
20240510T1000,20.010244,0.0,54.517967,5.8603754,42.510437,0.0
20240510T1100,21.220245,0.0,50.311016,6.989936,55.491463,0.0
20240510T1200,22.190245,0.0,47.62358,6.792466,57.994614,0.0
20240510T1300,22.950245,0.0,45.801224,7.145796,49.085617,0.90000004
20240510T1400,23.520245,0.0,44.450726,7.127636,44.999985,1.0
20240510T1500,23.770245,0.0,42.625248,6.8777895,42.87889,0.0
20240510T1600,23.620245,0.0,41.95749,6.297428,30.963745,1.0
20240510T1700,22.780245,0.0,46.495083,5.2416787,15.945404,3.9
20240510T1800,20.330246,0.0,55.92808,5.506941,11.309921,6.3
20240510T1900,18.490246,0.0,59.04145,7.289445,32.905228,11.400001
20240510T2000,16.010246,0.0,70.14748,6.4096174,51.842773,20.1
20240510T2100,13.110246,0.0,81.10864,6.9527545,68.7495,24.900002
20240510T2200,12.260245,0.0,84.74317,5.937272,75.96376,8.700001
20240510T2300,10.990245,0.0,87.40008,5.0911684,81.869896,9.900001
20240511T0000,10.190246,0.0,88.64021,4.3349743,85.23635,10.5
20240511T0100,9.510245,0.0,90.168304,3.96,89.99999,7.2000003
20240511T0200,8.830245,0.0,91.86242,4.32,89.99999,8.1
20240511T0300,8.270246,0.0,93.417336,4.68,89.99999,9.6
20240511T0400,7.730245,0.0,93.90204,4.3349743,94.76365,6.3
20240511T0500,9.370245,0.0,90.52793,4.1046314,105.25512,6.0
20240511T0600,12.860246,0.0,81.12853,4.3498964,114.44395,11.1
20240511T0700,16.080246,0.0,69.227394,3.0758414,110.556046,5.7000003
20240511T0800,18.520245,0.0,58.49647,3.6179552,95.71059,3.3000002
20240511T0900,20.400246,0.0,53.105972,4.3349743,85.23635,0.3
20240511T1000,21.870245,0.0,50.62099,6.28713,66.37062,0.0
20240511T1100,23.030245,0.0,46.316185,6.379216,73.61045,2.0
20240511T1200,24.080246,0.0,42.45606,4.802999,77.00538,6.0
20240511T1300,24.750246,0.0,39.379078,3.4152596,71.56504,1.0
20240511T1400,25.230246,0.0,37.069305,3.096837,35.53766,4.0
20240511T1500,25.480246,0.0,36.742073,4.0249224,26.565033,9.0
20240511T1600,24.990246,0.0,40.356964,5.2416787,15.945404,10.0
20240511T1700,24.300245,0.0,42.51811,5.0528407,4.085617,13.0
20240511T1800,21.880245,0.0,54.673096,5.8603754,10.619659,11.0
20240511T1900,19.930244,0.0,55.195126,8.534353,27.645966,16.0
20240511T2000,18.060246,0.0,63.998894,7.491114,54.782394,16.0
20240511T2100,15.080245,0.0,76.24087,5.4833565,66.8014,12.3
20240511T2200,13.540245,0.0,83.87595,7.072878,75.25644,47.0
20240511T2300,12.660245,0.0,86.167145,8.049845,100.30484,39.0
20240512T0000,11.970245,0.0,87.379486,7.42159,104.03624,34.0
20240512T0100,11.490245,0.0,87.50905,5.815978,111.80141,33.0
20240512T0200,11.280245,0.0,86.8977,5.634891,116.56505,44.0
20240512T0300,11.000245,0.0,86.98674,6.6185193,112.380135,56.0
20240512T0400,11.000245,0.0,85.40477,5.634891,116.56505,53.0
20240512T0500,11.960245,0.0,84.53647,5.1165614,129.2894,40.0
20240512T0600,14.980246,0.0,75.26144,5.1165614,129.2894,25.0
20240512T0700,17.400246,0.0,65.93337,5.315336,118.30075,23.0
20240512T0800,19.640245,0.0,57.608795,5.692099,124.69515,37.0
20240512T0900,21.640245,0.0,53.359867,5.0911684,135.0,41.0
20240512T1000,23.230246,0.0,49.819195,3.8939953,123.69006,54.0
20240512T1100,24.240246,0.0,47.23936,3.8773184,201.8014,40.0
20240512T1200,25.010244,0.0,45.702503,3.7585104,196.69925,16.0
20240512T1300,25.630245,0.1,43.634537,3.6,143.1301,11.1
20240512T1400,25.230246,0.0,44.21983,5.3517847,132.27368,7.8
20240512T1500,24.520245,0.0,45.900314,6.193674,144.46231,15.000001
20240512T1600,23.970245,0.0,48.365128,5.0142193,158.9625,21.300001
20240512T1700,22.710245,0.0,60.249672,4.6800003,202.61987,27.000002
20240512T1800,21.070246,0.0,61.817337,5.692099,214.69516,27.900002
20240512T1900,18.630245,0.5,69.55346,5.815978,201.8014,34.0
20240512T2000,17.420246,0.7,75.07867,2.5455842,188.1301,40.0
20240512T2100,16.220245,0.0,82.06631,2.52,180.0,35.0
20240512T2200,16.460245,0.0,82.6903,6.763786,205.20113,27.6
20240512T2300,16.060246,0.2,85.448326,5.5887027,194.93143,49.0
20240513T0000,15.340245,0.4,88.79848,5.1544156,192.09476,77.0
20240513T0100,14.580245,0.4,91.99882,3.96,180.0,71.0
20240513T0200,14.480246,0.0,91.87196,3.2599385,173.6598,92.0
20240513T0300,14.170245,0.0,93.18995,3.6179552,174.28941,72.0
20240513T0400,14.160245,0.1,92.88389,3.2599385,173.6598,68.0
20240513T0500,14.380245,0.1,92.7136,2.9024127,172.87498,51.0
20240513T0600,15.710245,0.0,88.13629,3.319036,167.47119,51.0
20240513T0700,17.060246,0.0,84.121216,2.9024127,172.87498,51.0
20240513T0800,18.730246,0.0,77.379326,2.968636,165.96376,52.0
20240513T0900,19.830246,0.0,72.27943,3.8939953,146.30994,51.0
20240513T1000,21.200245,0.0,63.194237,5.1919937,236.30994,23.0
20240513T1100,22.130245,0.0,59.218727,6.193674,215.53769,9.0
20240513T1200,22.640245,0.0,56.287117,6.151683,200.55605,6.3
20240513T1300,23.280245,0.0,53.36287,6.5693827,189.46233,21.0
20240513T1400,23.610245,0.0,50.317245,6.2145634,190.00798,20.0
20240513T1500,23.810246,0.0,48.25793,5.4119864,176.18593,22.0
20240513T1600,23.540245,0.0,49.117893,5.154415,155.22485,12.0
20240513T1700,23.100245,0.0,49.94927,3.4152596,108.434944,14.0
20240513T1800,21.520245,0.0,53.75504,4.0249224,63.43495,11.700001
20240513T1900,18.770245,0.0,62.020832,6.725354,74.47588,13.8
20240513T2000,16.610245,0.0,74.39747,6.849467,93.01279,10.0
20240513T2100,15.3102455,0.0,80.60437,5.5887027,104.93142,11.0
20240513T2200,13.970245,0.0,84.769684,5.6002855,135.0,14.0
20240513T2300,13.400246,0.0,86.706314,5.634891,153.43495,28.0
20240514T0000,13.010245,0.0,87.24773,5.6233797,140.19443,49.0
20240514T0100,12.710245,0.0,88.039154,5.3517847,132.27368,27.0
20240514T0200,12.140245,0.0,89.17516,4.39436,124.99202,21.0
20240514T0300,11.470245,0.0,90.3265,5.154415,114.77514,36.0
20240514T0400,11.090245,0.0,89.80964,5.4833565,113.19859,29.0
20240514T0500,12.150246,0.0,88.937035,5.315336,118.30075,4.0
20240514T0600,15.170245,0.0,79.311455,4.510787,118.61046,3.0
20240514T0700,18.040245,0.0,69.02506,4.0249224,116.56505,5.1000004
20240514T0800,20.320246,0.0,62.748554,4.0249224,116.56505,13.8
20240514T0900,22.180244,0.0,58.538692,4.510787,118.61046,16.5
20240514T1000,23.400246,0.0,54.167816,2.3051248,51.34018,12.3
20240514T1100,23.990246,0.0,51.58856,5.154415,65.224846,26.0
20240514T1200,24.510244,0.0,47.9403,6.924738,81.02737,37.0
20240514T1300,24.810246,0.0,44.044582,2.2768397,71.56504,29.0
20240514T1400,25.080246,0.0,42.39771,8.78872,304.99203,31.0
20240514T1500,24.370245,0.3,46.53141,14.168641,297.2161,24.300001
20240514T1600,21.000246,0.4,61.922756,15.459054,297.75854,28.800001
20240514T1700,18.620245,0.4,70.055916,13.584932,302.00537,29.1
20240514T1800,17.730246,0.0,71.75192,10.829958,291.44775,40.0
20240514T1900,16.990246,0.0,74.90694,8.891344,291.37064,50.0
20240514T2000,16.290245,0.2,76.64215,8.766573,289.17902,59.0
20240514T2100,15.350245,0.3,79.70707,6.9899354,281.88867,72.0
20240514T2200,14.840245,0.6,81.56187,6.4799995,270.0,88.0
20240514T2300,14.160245,0.8,86.553085,4.198285,300.96378,87.0
20240515T0000,13.800245,1.0,90.56415,2.0364676,315.0,98.0
20240515T0100,13.5602455,0.9,93.095345,0.8049845,296.56506,100.0
20240515T0200,13.440246,0.8,95.13726,1.484318,255.96376,100.0
20240515T0300,13.390245,0.4,96.07978,3.096837,234.46233,100.0
20240515T0400,13.340245,0.2,96.07813,3.096837,234.46233,100.0
20240515T0500,13.480246,0.0,94.70117,4.072935,225.0,100.0
20240515T0600,13.750245,0.0,92.250496,5.8603754,222.51045,100.0
20240515T0700,14.190246,1.5,90.11637,5.0911684,225.0,100.0
20240515T0800,14.820246,0.7,86.334435,1.9386592,248.1986,97.0
20240515T0900,15.840245,0.5,81.80178,2.1897945,9.462311,86.0
20240515T1000,16.180246,0.2,81.2567,2.16,270.0,100.0
20240515T1100,17.180244,0.3,76.78496,2.5959969,326.30994,94.0
20240515T1200,17.380245,0.6,76.31464,3.7064266,330.94543,84.0
20240515T1300,17.460245,0.5,77.23305,6.130579,356.63354,73.0
20240515T1400,17.760244,0.5,76.87695,7.5685663,2.7262878,70.0
20240515T1500,17.900246,0.4,76.99949,7.968939,341.56506,46.0
20240515T1600,17.540245,0.4,78.72351,7.289445,327.0948,78.0
20240515T1700,16.240246,0.3,81.692726,6.5693827,350.5377,93.0
20240515T1800,14.360246,1.2,87.899345,3.8939953,326.30994,97.0
20240515T1900,13.320246,1.2,91.372826,3.6,270.0,96.0
20240515T2000,12.970245,0.9,93.00069,3.5455887,246.0375,83.0
20240515T2100,12.640245,0.9,94.35053,4.510787,241.38954,64.0
20240515T2200,12.150246,0.9,94.57887,5.771239,183.57634,48.0
20240515T2300,11.920245,0.4,95.01084,6.924738,188.97263,44.0
20240516T0000,11.630245,0.1,95.507454,7.5942073,185.44034,49.0
20240516T0100,11.050245,0.0,96.44964,6.489992,176.82018,30.0
20240516T0200,10.750245,0.0,96.89414,5.8603754,169.38034,44.0
20240516T0300,10.840245,0.1,96.70194,4.6800003,157.38013,72.0
20240516T0400,10.750245,0.2,96.76406,4.2136917,160.01689,83.0
20240516T0500,11.400246,0.2,95.37049,4.6800003,157.38013,64.0
20240516T0600,12.410245,0.2,91.61499,3.319036,167.47119,65.0
20240516T0700,13.540245,0.3,88.82073,2.7416782,246.8014,79.0
20240516T0800,14.110246,0.6,87.23885,3.6179552,275.7106,69.0
20240516T0900,14.950245,0.9,80.12718,3.8773184,291.8014,62.0
20240516T1000,15.890245,0.2,75.21638,1.609969,333.43497,56.0
20240516T1100,16.620245,0.1,71.16293,2.6208394,285.9454,71.0
20240516T1200,16.610245,0.1,72.54635,3.96,270.0,87.0
20240516T1300,16.250246,0.2,72.04646,6.519877,263.65982,91.0
20240516T1400,15.740245,0.1,74.19553,9.028754,274.5739,62.0
20240516T1500,15.000245,0.2,78.91795,9.6932955,285.06848,70.0
20240516T1600,14.350245,1.5,87.14668,9.511088,299.4759,80.0
20240516T1700,13.710245,2.0,91.15813,8.373386,295.46335,89.0
20240516T1800,12.830245,1.6,94.86087,6.2145634,280.008,94.0
20240516T1900,12.480246,1.0,96.81593,4.829907,243.43495,98.0
20240516T2000,12.280245,1.5,97.06743,6.9153743,231.3402,99.0
20240516T2100,12.150246,1.3,96.6779,8.39657,239.03624,99.0
20240516T2200,11.900246,2.0,96.028725,9.021574,208.61046,100.0
20240516T2300,11.780245,2.0,95.89648,12.031756,218.92755,98.0
20240517T0000,11.710245,1.9,95.510635,12.313894,217.87498,100.0
20240517T0100,11.690246,1.6,95.12787,12.313894,217.87498,100.0
20240517T0200,11.570246,1.7,95.88874,13.276144,229.39871,100.0
20240517T0300,11.500245,1.3,96.33572,13.661038,251.56506,100.0
20240517T0400,11.460245,0.8,96.27002,12.0694,252.64598,100.0
20240517T0500,11.390245,0.5,95.68978,11.592894,233.84181,99.0
20240517T0600,11.530245,0.4,94.993835,11.457958,223.72697,100.0
20240517T0700,11.780245,0.8,90.89846,12.538134,219.17366,99.0
20240517T0800,12.220245,0.5,90.74855,14.264361,227.04541,100.0
20240517T0900,13.000245,0.4,88.53731,15.379206,237.42595,100.0
20240517T1000,14.000245,0.3,82.599106,14.007655,244.09349,100.0
20240517T1100,14.840245,0.2,78.265175,14.345898,252.47443,100.0
20240517T1200,15.540245,0.2,73.61711,12.864649,252.07208,100.0
20240517T1300,15.970245,0.3,70.46923,13.493999,260.78897,89.0
20240517T1400,16.430246,0.1,65.28039,13.363711,274.63547,70.0
20240517T1500,16.360247,0.0,64.9576,11.726277,287.8787,46.0
20240517T1600,16.490246,0.0,64.46321,9.085988,303.69006,35.0
20240517T1700,16.400246,0.0,65.80331,4.8433046,311.98724,38.0
20240517T1800,15.440246,0.0,75.54142,2.2768397,198.43495,29.1
20240517T1900,14.660245,0.0,72.13291,3.6179552,174.28941,18.0
20240517T2000,11.520246,0.0,88.462654,3.9763298,185.19443,13.0
20240517T2100,10.580245,0.0,92.23354,5.8048253,187.12502,17.0
20240517T2200,9.970245,0.0,95.50358,6.28713,193.24052,13.200001
20240517T2300,9.400246,0.0,96.32679,5.6920996,198.43495,20.0
20240518T0000,8.620245,0.0,97.15706,5.506941,191.30994,11.0
20240518T0100,8.200246,0.0,98.0799,4.3349743,184.76364,10.0
20240518T0200,7.5902452,0.0,98.741394,3.9763298,174.80557,6.0
20240518T0300,7.5502453,0.0,99.080635,3.2599385,186.3402,5.0
20240518T0400,7.3502455,0.0,99.418724,3.2399998,180.0,9.0
20240518T0500,9.110246,0.0,96.974045,4.802999,167.00539,1.0
20240518T0600,11.760245,0.0,90.47069,3.9763298,174.80557,1.0
20240518T0700,14.700245,0.0,80.25168,2.9024127,187.12502,0.0
20240518T0800,17.080246,0.0,70.311485,1.9386592,201.8014,0.0
20240518T0900,18.670246,0.0,61.50362,2.0991426,239.03624,2.0
20240518T1000,19.830246,0.0,53.52843,1.5273507,225.0,9.0
20240518T1100,20.760244,0.0,49.515152,3.0547013,225.0,32.0
20240518T1200,20.850245,0.0,49.975056,1.835647,258.69006,40.0
20240518T1300,20.650246,0.0,49.819847,3.4152596,288.43497,50.0
20240518T1400,20.140245,0.0,50.119324,7.928178,267.39746,62.0
20240518T1500,17.350245,0.5,60.943886,12.413476,253.1416,88.0
20240518T1600,16.050245,0.0,71.577354,8.350138,262.5686,92.0
20240518T1700,15.260245,0.0,74.807785,6.830519,251.56506,80.0
20240518T1800,14.690246,0.0,78.924034,2.8116899,219.80557,56.0
20240518T1900,13.550245,0.0,86.606125,4.452954,165.96376,24.900002
20240518T2000,12.540245,0.0,91.6238,5.8048253,172.87498,24.6
20240518T2100,11.600245,0.0,95.31498,5.1544156,167.90524,20.0
20240518T2200,11.550245,0.0,96.853264,4.0249224,169.69516,58.0
20240518T2300,11.130245,0.0,97.8177,4.68,180.0,24.0
20240519T0000,10.670245,0.0,98.33361,5.0528407,175.91438,33.0
20240519T0100,10.030245,0.0,99.25313,4.32,180.0,38.0
20240519T0200,9.900246,0.0,99.51948,3.6,180.0,48.0
20240519T0300,10.3102455,0.0,98.724266,5.1544156,192.09476,38.0
20240519T0400,10.600245,0.0,98.20034,5.4119864,183.81407,37.0
20240519T0500,11.530245,0.0,95.05741,6.9899354,191.88866,30.0
20240519T0600,12.900246,0.0,90.79877,7.072878,194.74356,20.0
20240519T0700,14.170245,0.0,86.611465,6.763786,205.20113,22.0
20240519T0800,15.380245,0.0,79.289696,7.8954163,223.15239,34.0
20240519T0900,16.540245,0.1,70.816536,8.287822,235.61966,25.0
20240519T1000,17.450245,0.1,64.24716,7.342588,281.30994,29.0
20240519T1100,18.650246,0.0,59.04112,6.792466,302.00537,15.0
20240519T1200,19.560246,0.0,56.33221,5.3517847,289.6538,22.0
20240519T1300,20.180244,0.0,54.525562,4.3349743,265.23636,31.0
20240519T1400,20.830246,0.0,52.442295,4.68,270.0,31.0
20240519T1500,21.310246,0.0,49.665016,4.452954,284.03625,25.0
20240519T1600,21.380245,0.0,49.351887,3.671294,258.69006,40.0
20240519T1700,20.720245,0.8,52.69454,3.319036,229.39871,28.0
20240519T1800,19.070246,0.9,59.57989,2.5455842,278.1301,19.0
20240519T1900,17.130245,0.0,64.7372,2.9024127,352.875,18.300001
20240519T2000,14.870245,0.0,76.56365,4.3349743,48.366455,17.1
20240519T2100,13.730246,0.0,80.274216,3.8268526,48.81407,23.400002
20240519T2200,12.140245,0.0,90.924995,5.4477882,7.594635,6.0
20240519T2300,11.360246,0.0,92.53289,4.3349743,48.366455,21.0
20240520T0000,10.620245,0.0,93.74409,1.8,126.869896,25.800001
20240520T0100,10.440246,0.0,94.178665,3.219938,153.43495,27.6
20240520T0200,9.970245,0.0,94.666245,1.8,126.869896,22.2
20240520T0300,9.580245,0.0,94.77593,1.484318,104.03624,20.0
20240520T0400,9.610246,0.0,94.71298,2.2768397,108.434944,16.0
20240520T0500,11.240245,0.0,93.33765,2.5959969,123.69006,11.0
20240520T0600,13.190246,0.0,89.62118,2.968636,104.03624,8.0
20240520T0700,15.840245,0.0,79.04294,3.2599385,96.34019,18.900002
20240520T0800,17.910246,0.0,72.449814,3.2399998,89.99999,20.7
20240520T0900,19.640245,0.0,67.42176,3.2599385,83.65981,11.700001
20240520T1000,21.070246,0.0,61.817337,5.904439,52.431404,43.0
20240520T1100,21.810246,0.0,59.026142,6.4096174,38.157227,44.0
20240520T1200,22.520245,0.0,54.692474,7.10031,30.465546,25.500002
20240520T1300,23.010244,0.0,53.64417,6.6087217,29.357742,27.000002
20240520T1400,23.320246,0.0,53.478172,6.9247384,27.897263,28.500002
20240520T1500,23.770245,0.0,51.16024,4.5536795,18.434952,29.1
20240520T1600,23.440245,0.0,50.271915,4.072935,44.999985,29.400002
20240520T1700,22.030245,0.3,56.83973,5.991594,32.735214,29.400002
20240520T1800,20.570246,0.2,62.681816,5.7599998,360.0,29.1
20240520T1900,19.060246,0.0,69.09263,8.707238,352.875,29.400002
20240520T2000,17.630245,0.0,76.957016,7.754637,338.1986,30.000002
20240520T2100,17.430244,0.0,76.92545,6.9153743,321.3402,30.0
20240520T2200,16.220245,0.0,83.75065,6.924738,261.02737,82.0
20240520T2300,14.880245,0.0,88.93468,10.703569,250.34618,95.0
20240521T0000,14.130245,0.0,92.395096,11.165805,249.22775,96.0
20240521T0100,13.760245,0.9,95.46308,9.387651,237.52881,98.0
20240521T0200,13.500245,1.2,95.51618,7.8954163,226.84761,96.0
20240521T0300,13.280245,1.3,96.2662,5.3517847,227.72632,95.0
20240521T0400,13.0602455,1.1,96.83227,5.0911684,225.0,97.0
