location,Basel,Basel,Basel,Basel,Basel,Basel
lat,47.75000,47.75000,47.75000,47.75000,47.75000,47.75000
lon,7.50000,7.50000,7.50000,7.50000,7.50000,7.50000
asl,363.653,363.653,363.653,363.653,363.653,363.653
variable,Temperature,Precipitation Total,Relative Humidity,Wind Speed,Wind Direction,Cloud Cover Total
unit,°C,mm,%,km/h,°,%
level,2 m elevation corrected,sfc,2 m,10 m,10 m,sfc
resolution,hourly,hourly,hourly,hourly,hourly,hourly
aggregation,None,None,None,None,None,None
timestamp,Basel Temperature [2 m elevation corrected],Basel Precipitation Total,Basel Relative Humidity [2 m],Basel Wind Speed [10 m],Basel Wind Direction [10 m],Basel Cloud Cover Total
20241017T0300,13.8102455,0.0,98.57987,5.00128,149.74356,58.0
20241017T0400,13.730246,0.0,98.96654,6.193674,144.46231,73.0
20241017T0500,13.600245,0.0,98.9652,6.618519,135.0,71.0
20241017T0600,13.500245,0.0,99.02902,7.42159,129.09386,83.0
20241017T0700,13.780245,0.2,99.09653,8.4963045,126.38435,70.0
20241017T0800,14.690246,0.1,97.82518,6.4096174,141.84277,67.0
20241017T0900,15.930245,0.0,95.84902,4.6800003,157.38013,60.0
20241017T1000,18.540245,0.3,83.85455,3.8939953,146.30994,27.6
20241017T1100,20.060246,0.2,78.582016,5.5887027,165.06857,36.0
20241017T1200,20.770245,0.2,76.50613,7.9526596,185.19443,82.0
20241017T1300,20.920246,0.1,76.18817,2.5959969,146.30994,91.0
20241017T1400,20.730246,0.2,76.25574,3.2599385,96.34019,69.0
20241017T1500,20.480246,0.0,79.09524,3.6179552,95.71059,52.0
20241017T1600,19.170246,0.0,85.603775,5.0142193,68.96249,19.0
20241017T1700,17.510244,0.0,90.12705,4.3498964,65.55604,24.6
20241017T1800,16.800245,0.0,92.072754,5.634891,63.43495,22.5
20241017T1900,15.0602455,0.0,95.572296,4.6800003,67.380135,23.400002
20241017T2000,14.100245,0.0,97.24092,4.2136917,70.016884,27.000002
20241017T2100,13.600245,0.0,97.22915,4.1046314,74.74488,28.500002
20241017T2200,13.340245,0.0,96.07813,2.9024127,119.74488,23.1
20241017T2300,13.140245,0.0,96.19826,3.7585104,106.69924,25.2
20241018T0000,12.860246,0.0,98.11303,3.7064266,119.054596,28.800001
20241018T0100,12.790245,0.0,98.5008,2.1897945,99.46232,29.7
20241018T0200,13.130245,0.0,97.9888,2.3051248,218.65982,28.500002
20241018T0300,13.650246,0.0,98.90096,7.145796,220.91438,27.0
20241018T0400,14.140245,0.0,98.51983,6.489992,213.69006,36.0
20241018T0500,14.460245,0.0,96.55423,6.6087217,209.35776,55.0
20241018T0600,14.490245,0.0,96.36634,6.6185193,202.38013,64.0
20241018T0700,14.730246,0.2,95.560745,7.42159,202.83365,62.0
20241018T0800,15.160245,0.2,92.93911,7.5942082,211.42957,74.0
20241018T0900,15.660245,0.3,91.94517,7.6367526,225.0,86.0
20241018T1000,16.900246,0.4,84.322205,7.10031,210.46555,68.0
20241018T1100,17.660246,0.4,80.45182,9.826088,208.44293,83.0
20241018T1200,17.410246,0.4,79.84299,8.891343,211.75949,87.0
20241018T1300,17.420246,0.3,79.169876,7.968939,198.43495,79.0
20241018T1400,17.310246,0.2,77.71717,7.9932976,187.76517,81.0
20241018T1500,16.790245,0.3,79.860115,7.771331,193.3925,86.0
20241018T1600,16.090246,0.2,82.481804,6.379216,196.38954,95.0
20241018T1700,15.0602455,0.2,87.61707,5.5887027,194.93143,92.0
20241018T1800,14.470245,0.1,89.48759,5.3517847,199.65382,87.0
20241018T1900,13.870245,0.4,91.169205,5.0142193,201.0375,76.0
20241018T2000,13.420245,0.0,91.44017,5.0142193,201.0375,60.0
20241018T2100,13.170245,0.0,91.42317,4.5536795,198.43495,45.0
20241018T2200,12.300245,0.0,93.02414,5.95906,205.01689,20.0
20241018T2300,12.050245,0.0,94.00836,5.7599998,180.0,41.0
20241019T0000,11.820246,0.0,94.62669,6.162207,173.29016,76.0
20241019T0100,11.670245,0.0,94.74633,7.208994,177.13759,92.0
20241019T0200,11.350245,0.0,94.985916,5.0911684,188.1301,99.0
20241019T0300,11.0602455,0.0,95.22843,7.208994,177.13759,93.0
20241019T0400,10.750245,0.0,96.310005,6.2145634,169.99202,93.0
20241019T0500,10.760245,0.0,96.6994,6.0347,162.64597,98.0
20241019T0600,11.320246,0.0,95.55898,5.6920996,161.56505,98.0
20241019T0700,11.920245,0.0,94.442055,5.5887027,165.06857,97.0
20241019T0800,12.880245,0.0,92.25766,3.6,180.0,83.0
20241019T0900,14.050245,0.0,91.061516,3.6179552,185.71059,75.0
20241019T1000,14.950245,0.0,88.30048,3.96,180.0,91.0
20241019T1100,16.000246,0.0,84.2754,5.4119864,183.81407,98.0
20241019T1200,16.490246,0.0,81.24464,6.489992,183.17982,100.0
20241019T1300,16.840246,0.0,79.971886,5.8048253,172.87498,99.0
20241019T1400,17.430244,0.0,77.99027,5.4119864,176.18593,95.0
20241019T1500,17.270245,0.0,81.61303,4.0249224,169.69516,95.0
20241019T1600,16.500246,0.0,84.22211,4.072935,135.0,76.0
20241019T1700,14.5602455,0.0,87.80179,4.8965297,126.027374,76.0
20241019T1800,13.270246,0.0,91.73345,5.6233797,129.80557,61.0
20241019T1900,12.460245,0.0,93.46778,4.3349743,131.63353,53.0
20241019T2000,11.830245,0.0,94.31171,3.563818,135.0,68.0
20241019T2100,10.930245,0.0,95.92911,2.8116899,129.80557,73.0
20241019T2200,11.270246,0.0,93.464836,2.5959969,146.30994,30.0
20241019T2300,10.400246,0.0,95.00722,2.4149535,153.43495,19.0
20241020T0000,10.0602455,0.0,94.606514,2.8116899,129.80557,25.0
20241020T0100,9.870245,0.0,93.7662,2.5959969,146.30994,36.0
20241020T0200,9.970245,0.0,94.73043,3.563818,135.0,78.0
20241020T0300,9.970245,0.0,96.02209,3.6,126.869896,100.0
20241020T0400,10.320246,0.0,97.73304,3.563818,135.0,100.0
20241020T0500,10.030245,0.0,97.990005,3.8773184,158.1986,100.0
20241020T0600,10.300245,0.0,97.53529,3.6179552,174.28941,100.0
20241020T0700,10.860246,0.0,96.9625,4.198285,149.03624,100.0
20241020T0800,11.650246,0.0,94.49234,5.2416787,164.0546,100.0
20241020T0900,13.210245,0.0,90.10053,4.802999,167.00539,82.0
20241020T1000,14.120245,0.0,85.40841,3.2599385,186.3402,76.0
20241020T1100,15.450245,0.0,79.82718,5.4477882,172.40535,77.0
20241020T1200,16.380245,0.0,77.266685,6.8399997,180.0,54.0
20241020T1300,17.000246,0.0,75.35442,4.896529,197.10272,28.800001
20241020T1400,17.860245,0.0,71.16404,4.3349743,184.76364,28.800001
20241020T1500,17.790245,0.0,71.29165,5.0142193,158.9625,28.500002
20241020T1600,16.420246,0.0,76.71378,3.8268526,138.81407,22.0
20241020T1700,13.250245,0.0,91.24694,4.39436,145.00798,16.2
20241020T1800,12.190246,0.0,94.64371,3.7064266,150.94539,21.0
20241020T1900,11.370245,0.0,97.107124,3.319036,167.47119,22.2
20241020T2000,10.790245,0.0,98.59986,3.7585104,163.30075,20.7
20241020T2100,10.480246,0.0,98.13191,5.154415,155.22485,11.1
20241020T2200,10.320246,0.0,96.88093,3.319036,167.47119,28.0
20241020T2300,10.330245,0.0,96.94655,5.00128,149.74356,63.0
20241021T0000,9.900246,0.0,98.18573,5.315336,151.69923,51.0
20241021T0100,9.900246,0.0,98.584206,5.6920996,161.56505,46.0
20241021T0200,9.870245,0.0,97.92017,5.3517847,160.34618,34.0
20241021T0300,9.770246,0.0,97.85162,5.00128,149.74356,33.0
20241021T0400,9.680245,0.0,98.1146,4.1046314,142.12502,39.0
20241021T0500,9.730246,0.0,97.916855,4.39436,145.00798,31.0
20241021T0600,9.710245,0.0,98.78077,5.6233797,140.19443,55.0
20241021T0700,10.790245,0.0,95.47337,6.3690495,132.70938,77.0
20241021T0800,12.930245,0.0,90.43919,5.0911684,135.0,74.0
20241021T0900,14.960245,0.0,84.48981,3.8268526,131.18591,53.0
20241021T1000,17.100245,0.0,78.4013,5.8603754,137.48955,13.0
20241021T1100,18.930244,0.0,73.15784,6.989936,145.49147,8.0
20241021T1200,20.200245,0.0,68.86872,8.225035,156.8014,8.0
20241021T1300,21.080246,0.0,65.89759,6.6185193,157.61987,3.0
20241021T1400,21.740246,0.0,64.05841,6.28713,156.37062,4.0
20241021T1500,21.250246,0.0,65.80537,4.1046314,142.12502,4.0
20241021T1600,19.230246,0.0,73.3062,7.145796,139.08562,1.0
20241021T1700,15.930245,0.0,84.82142,7.289445,147.09476,2.0
20241021T1800,13.420245,0.0,92.41329,5.634891,153.43495,2.1000001
20241021T1900,12.850245,0.0,94.297935,5.4833565,156.8014,8.400001
20241021T2000,12.470245,0.0,96.1124,5.4833565,156.8014,7.2000003
20241021T2100,12.480246,0.0,95.79459,6.12,151.9275,13.0
20241021T2200,12.480246,0.0,96.43182,6.6087217,150.64224,19.2
20241021T2300,12.950245,0.0,96.06507,7.24486,153.43495,21.0
20241022T0000,13.940246,0.0,94.34851,7.289444,159.77515,51.0
20241022T0100,15.210245,0.0,90.01636,6.638072,167.47119,80.0
20241022T0200,15.720245,0.0,88.30999,6.162207,173.29016,89.0
20241022T0300,15.720245,0.0,87.67778,5.771239,176.42366,85.0
20241022T0400,15.670245,0.0,87.845276,5.4477882,172.40535,76.0
20241022T0500,15.640245,0.0,88.649765,5.4477882,172.40535,65.0
20241022T0600,15.460245,0.0,89.976425,5.0911684,171.8699,67.0
20241022T0700,15.950245,0.2,89.08103,5.0911684,171.8699,78.0
20241022T0800,16.550245,0.2,88.381386,5.04,180.0,87.0
20241022T0900,17.010244,0.0,87.96429,4.452954,194.03624,90.0
20241022T1000,17.380245,0.2,86.75609,1.484318,165.96376,100.0
20241022T1100,17.560246,0.1,87.672676,2.5455842,278.1301,100.0
20241022T1200,17.450245,0.2,87.4935,4.39436,304.99203,100.0
20241022T1300,17.300245,0.1,85.799995,4.3349743,318.36646,100.0
20241022T1400,16.960245,0.0,85.988106,4.3498964,335.55603,100.0
20241022T1500,16.340246,0.0,87.22185,4.3498964,335.55603,100.0
20241022T1600,15.860246,0.0,87.1767,4.6800003,337.38013,100.0
20241022T1700,15.100245,0.0,91.0145,5.4833565,336.8014,100.0
20241022T1800,14.870245,0.0,91.836365,6.379216,343.61047,100.0
20241022T1900,14.580245,0.0,92.11949,6.638072,347.4712,99.0
20241022T2000,14.040245,0.0,93.30551,7.2359104,354.28943,99.0
20241022T2100,13.770246,0.2,93.660385,6.849467,356.98724,94.0
20241022T2200,13.700245,0.2,93.28734,4.3349743,355.23636,95.0
20241022T2300,13.370245,0.0,93.51631,4.802999,12.994629,88.0
20241023T0000,13.020246,0.0,93.4978,6.28713,13.240509,91.0
20241023T0100,12.740245,0.0,92.864075,7.5942073,5.440323,92.0
20241023T0200,12.200245,0.0,92.276306,7.5685663,2.7262878,100.0
20241023T0300,11.760245,0.0,91.57042,7.2805495,8.530762,100.0
20241023T0400,11.600245,0.0,90.58008,6.638072,12.528809,100.0
20241023T0500,11.240245,0.0,90.73573,6.638072,12.528809,100.0
20241023T0600,11.040245,0.0,89.927025,7.342588,11.309921,100.0
20241023T0700,10.970245,0.0,89.37524,7.69592,10.7842865,100.0
20241023T0800,11.380245,0.0,87.61663,7.628263,19.29004,99.0
20241023T0900,12.040245,0.0,84.48882,7.729527,27.75853,97.0
20241023T1000,13.3102455,0.0,80.21378,8.707237,29.744873,64.0
20241023T1100,14.490245,0.0,73.03137,10.086427,34.824493,62.0
20241023T1200,15.070246,0.0,70.67134,10.703569,42.27368,47.0
20241023T1300,15.720245,0.0,67.81688,10.195057,47.862396,64.0
20241023T1400,15.900246,0.0,68.22105,9.693296,58.671295,70.0
20241023T1500,15.640245,0.0,69.37079,7.5942082,58.570435,70.0
20241023T1600,14.490245,0.0,76.193695,4.8433046,41.987198,56.0
20241023T1700,13.280245,0.0,81.40545,6.1305785,40.236343,23.0
20241023T1800,12.800245,0.0,83.89901,5.8603754,47.489548,41.0
20241023T1900,12.230246,0.0,85.543205,5.3999996,53.130096,58.0
20241023T2000,11.990245,0.0,86.853355,4.6102495,51.34018,65.0
20241023T2100,11.420245,0.0,87.6798,4.1046314,52.125,68.0
20241023T2200,11.330245,0.0,88.1467,3.396233,57.994614,51.0
20241023T2300,11.020246,0.0,89.682434,2.9024127,82.874985,70.0
20241024T0000,11.370245,0.0,89.65121,2.968636,104.03624,73.0
20241024T0100,11.190246,0.0,90.36535,2.968636,104.03624,69.0
20241024T0200,10.950245,0.0,91.699265,2.1897945,80.537674,53.0
20241024T0300,11.070246,0.0,91.76943,3.0758414,69.443954,61.0
20241024T0400,11.250245,0.0,91.71999,2.6208394,105.9454,62.0
20241024T0500,11.220245,0.0,91.34794,3.6,143.1301,68.0
20241024T0600,11.190246,0.0,91.22273,4.39436,145.00798,65.0
20241024T0700,11.840245,0.0,89.99211,5.0911684,135.0,67.0
20241024T0800,12.610246,0.0,86.974754,6.696387,143.74615,71.0
20241024T0900,13.740245,0.0,83.73217,7.729527,152.24146,34.0
20241024T1000,15.350245,0.0,77.10292,6.379216,163.61046,58.0
20241024T1100,16.370245,0.0,74.75111,7.42159,165.96376,44.0
20241024T1200,17.170246,0.0,72.60122,7.928178,177.39743,36.0
20241024T1300,17.620245,0.0,72.15843,8.049845,190.30484,46.0
20241024T1400,17.200245,0.0,74.30362,6.489992,176.82018,62.0
20241024T1500,16.300245,0.0,80.793686,5.1165614,140.71059,71.0
20241024T1600,15.220245,0.0,87.001465,5.1165614,129.2894,60.0
20241024T1700,14.230246,0.0,91.55463,5.8603754,132.51044,59.0
20241024T1800,13.430245,0.0,93.952515,6.8777895,137.1211,43.0
20241024T1900,13.300245,0.0,94.07028,6.297428,149.03624,34.0
20241024T2000,13.080245,0.0,94.121826,6.12,151.9275,35.0
20241024T2100,12.660245,0.0,95.801125,5.8048253,150.25511,42.0
20241024T2200,12.890245,0.0,95.872734,5.634891,153.43495,53.0
20241024T2300,12.760245,0.0,95.9951,6.9247384,152.10272,67.0
20241025T0000,12.700245,0.0,96.31121,6.489992,146.30994,75.0
20241025T0100,12.370245,0.0,96.49233,5.495161,148.3925,67.0
20241025T0200,12.230246,0.0,96.423874,6.193674,144.46231,59.0
20241025T0300,12.270246,0.0,95.08908,6.4096174,141.84277,73.0
20241025T0400,12.420245,0.0,93.71474,5.692099,145.30484,69.0
20241025T0500,12.380245,0.0,93.09073,6.193674,144.46231,73.0
20241025T0600,12.0602455,0.0,93.01024,5.8048253,150.25511,71.0
20241025T0700,12.040245,0.0,93.694725,6.9153743,141.34018,71.0
20241025T0800,13.130245,0.0,93.44177,6.3690495,137.2906,69.0
20241025T0900,14.600245,0.0,87.92128,5.8603754,132.51044,35.0
20241025T1000,16.030245,0.0,83.07197,5.6233797,140.19443,46.0
20241025T1100,17.360245,0.0,79.67982,6.989936,145.49147,29.0
20241025T1200,18.230246,0.0,76.55096,8.714677,141.70984,29.0
20241025T1300,18.840246,0.0,73.66816,7.145796,139.08562,27.0
20241025T1400,18.960245,0.0,71.8392,5.1165614,140.71059,25.0
20241025T1500,18.490246,0.0,72.793274,2.8116899,129.80557,40.0
20241025T1600,17.380245,0.0,73.50717,2.1897945,80.537674,25.0
20241025T1700,16.180246,0.0,79.87867,3.4152596,108.434944,24.0
20241025T1800,13.290245,0.0,89.09479,4.072935,135.0,27.000002
20241025T1900,11.950245,0.0,92.69344,3.319036,130.60129,25.800001
20241025T2000,11.450245,0.0,93.34952,3.8939953,123.69006,19.2
20241025T2100,11.100245,0.0,93.141464,4.2136917,109.9831,10.5
20241025T2200,11.210245,0.0,92.212654,3.8268526,131.18591,14.0
20241025T2300,11.020246,0.0,92.262405,5.634891,153.43495,26.0
20241026T0000,10.730246,0.0,92.49304,5.8048253,150.25511,48.0
20241026T0100,10.320246,0.0,92.7805,4.39436,124.99202,60.0
20241026T0200,9.530245,0.0,94.58032,3.563818,135.0,55.0
20241026T0300,9.320246,0.0,96.062195,4.198285,120.96376,63.0
20241026T0400,9.450245,0.0,95.67632,4.6800003,112.61986,56.0
20241026T0500,9.550245,0.0,94.90345,4.0249224,116.56505,49.0
20241026T0600,9.720245,0.0,94.97593,4.5820518,135.0,54.0
20241026T0700,9.780245,0.0,95.81978,4.8965297,126.027374,71.0
20241026T0800,10.3102455,0.0,94.49087,4.1046314,127.874985,42.0
20241026T0900,11.240245,0.0,89.822075,4.198285,120.96376,20.7
20241026T1000,12.500245,0.0,88.13757,2.7416782,113.19859,93.0
20241026T1100,13.080245,0.0,86.963745,5.3999996,126.869896,77.0
20241026T1200,13.770246,0.0,85.59766,6.4096174,141.84277,66.0
20241026T1300,14.090245,0.0,85.121994,3.096837,125.537674,23.7
20241026T1400,14.270246,0.0,85.36813,3.8268526,138.81407,29.400002
20241026T1500,13.800245,0.0,87.03525,4.8433046,138.01279,28.500002
20241026T1600,13.700245,0.0,85.419235,4.2136917,109.9831,28.800001
20241026T1700,13.250245,0.0,88.913795,2.5455842,135.0,29.7
20241026T1800,13.140245,0.0,89.79609,3.096837,144.46231,55.0
20241026T1900,11.280245,0.0,96.26383,2.3051248,141.34018,48.0
20241026T2000,11.030245,0.0,96.38433,3.8268526,138.81407,30.000002
20241026T2100,10.660245,0.0,95.78989,4.1046314,142.12502,29.7
20241026T2200,11.010245,0.0,93.073494,4.6938257,147.52881,19.2
20241026T2300,10.480246,0.0,93.67306,1.8,143.1301,25.500002
20241027T0000,10.000245,0.0,93.519264,6.439876,153.43495,28.800001
20241027T0100,9.520246,0.0,94.837494,6.130579,176.63354,27.6
20241027T0200,9.600245,0.0,95.16411,2.9024127,150.25511,13.8
20241027T0300,9.700245,0.0,95.686676,5.4833565,156.8014,39.0
20241027T0400,9.990245,0.0,95.18166,5.634891,153.43495,29.0
20241027T0500,10.450245,0.0,94.49778,5.937272,165.96376,44.0
20241027T0600,10.650246,0.0,93.68246,5.1544156,167.90524,63.0
20241027T0700,11.230246,0.0,92.89889,5.154415,155.22485,70.0
20241027T0800,12.430245,0.0,89.73875,4.896529,162.89728,58.0
20241027T0900,14.090245,0.0,84.33358,4.452954,165.96376,77.0
20241027T1000,15.950245,0.0,79.373055,4.3498964,155.55605,67.0
20241027T1100,17.690245,0.0,73.998604,4.0249224,153.43495,67.0
20241027T1200,18.850245,0.0,69.596794,3.396233,147.99461,70.0
20241027T1300,19.680244,0.0,66.50894,3.8773184,158.1986,59.0
20241027T1400,20.060246,0.0,64.27505,3.8939953,146.30994,1.0
20241027T1500,19.580246,0.0,65.190575,2.6208394,164.0546,1.0
20241027T1600,17.880245,0.0,71.02724,0.5091169,315.0,5.0
20241027T1700,15.260245,0.0,82.21355,2.9024127,82.874985,11.0
20241027T1800,14.120245,0.0,86.03412,4.2136917,109.9831,9.0
20241027T1900,12.430245,0.0,91.18937,3.8939953,123.69006,5.0
20241027T2000,11.250245,0.0,93.778145,3.096837,125.537674,2.1000001
20241027T2100,10.3102455,0.0,95.195854,2.8116899,129.80557,4.5
20241027T2200,10.170245,0.0,95.38294,2.5959969,123.69006,1.5
20241027T2300,9.620245,0.0,96.07378,3.319036,139.3987,2.0
20241028T0000,9.490245,0.0,95.80809,3.6,143.1301,0.0
20241028T0100,9.380245,0.0,95.67341,3.319036,139.3987,0.0
20241028T0200,9.030245,0.0,95.919975,3.6,143.1301,1.0
20241028T0300,8.600245,0.0,95.70579,4.3349743,138.36646,7.0
20241028T0400,8.640245,0.0,95.83853,4.8433046,138.01279,9.0
20241028T0500,8.330246,0.0,96.55088,4.8433046,138.01279,10.0
20241028T0600,8.190246,0.0,97.41014,4.8433046,138.01279,7.0
20241028T0700,9.100245,0.0,95.66164,5.8603754,132.51044,5.0
20241028T0800,11.550245,0.0,91.555855,5.1165614,140.71059,4.0
20241028T0900,13.890245,0.0,85.61066,3.8268526,138.81407,5.0
20241028T1000,16.080246,0.0,82.805984,4.1046314,127.874985,28.0
20241028T1100,17.750246,0.0,77.53102,3.396233,147.99461,34.0
20241028T1200,18.950245,0.0,73.44788,3.5455887,156.0375,28.0
20241028T1300,19.640245,0.0,69.66046,3.7064266,150.94539,11.0
20241028T1400,20.040245,0.0,67.15254,3.7064266,150.94539,2.0
20241028T1500,19.760244,0.0,67.3143,3.8773184,158.1986,4.0
20241028T1600,17.160246,0.0,77.23674,5.2416787,164.0546,1.0
20241028T1700,15.010245,0.0,85.44835,6.725354,164.47589,1.0
20241028T1800,12.390245,0.0,92.473076,5.2416787,164.0546,9.0
20241028T1900,11.220245,0.0,95.299126,3.7064266,150.94539,6.0
20241028T2000,10.820246,0.0,95.41044,3.319036,139.3987,3.0
20241028T2100,10.320246,0.0,96.03536,3.6,143.1301,2.0
20241028T2200,10.070246,0.0,94.607,4.0249224,153.43495,0.3
20241028T2300,9.690246,0.0,95.2328,3.096837,144.46231,6.0
20241029T0000,9.530245,0.0,96.462395,3.6,143.1301,12.0
20241029T0100,9.350245,0.0,97.576096,4.39436,145.00798,59.0
20241029T0200,9.580245,0.0,97.450134,5.00128,149.74356,60.0
20241029T0300,9.400246,0.0,97.312965,4.829907,153.43495,61.0
20241029T0400,9.130245,0.0,97.769325,4.829907,153.43495,63.0
20241029T0500,8.870245,0.0,98.497536,4.829907,153.43495,65.0
20241029T0600,8.750245,0.0,98.763794,5.1919937,146.30994,69.0
20241029T0700,9.020246,0.0,97.833015,5.8603754,137.48955,68.0
20241029T0800,10.980246,0.0,96.12429,5.3517847,137.72632,71.0
20241029T0900,13.120245,0.0,89.13966,4.3349743,138.36646,22.0
20241029T1000,15.400246,0.0,83.65384,4.39436,145.00798,56.0
20241029T1100,16.950245,0.0,79.569466,4.6938257,147.52881,41.0
20241029T1200,18.180244,0.0,76.095146,5.1919937,146.30994,13.0
20241029T1300,18.750246,0.0,74.42429,4.6938257,147.52881,15.0
20241029T1400,18.950245,0.0,73.44788,3.8939953,146.30994,16.0
20241029T1500,18.410246,0.0,76.929,2.5959969,146.30994,12.0
20241029T1600,16.320246,0.0,81.22201,1.5273507,135.0,7.0
20241029T1700,14.220245,0.0,87.944595,2.0991426,149.03624,8.0
20241029T1800,12.920245,0.0,91.406044,2.3051248,141.34018,2.0
20241029T1900,11.110246,0.0,95.74303,3.0547013,135.0,1.0
20241029T2000,10.000245,0.0,97.461624,3.319036,130.60129,1.0
20241029T2100,9.540245,0.0,97.71353,2.8116899,129.80557,0.0
20241029T2200,9.420245,0.0,96.98389,2.3051248,128.6598,15.0
20241029T2300,9.260245,0.0,96.190674,3.8268526,138.81407,73.0
20241030T0000,8.950245,0.0,96.17883,5.1165614,140.71059,85.0
20241030T0100,8.700245,0.0,96.234924,5.1165614,140.71059,87.0
20241030T0200,8.770246,0.0,98.22745,4.39436,145.00798,90.0
20241030T0300,8.640245,0.0,98.627205,4.6938257,147.52881,88.0
20241030T0400,8.340245,0.0,98.35196,4.510787,151.38954,91.0
20241030T0500,8.470245,0.0,98.758575,4.6938257,147.52881,90.0
20241030T0600,8.600245,0.0,98.491974,5.315336,151.69923,90.0
20241030T0700,8.850245,0.0,98.09557,5.1919937,146.30994,89.0
20241030T0800,9.760245,0.0,97.06019,3.563818,135.0,88.0
20241030T0900,11.040245,0.0,94.463005,3.319036,130.60129,88.0
20241030T1000,12.790245,0.0,91.64065,2.968636,104.03624,90.0
20241030T1100,13.480246,0.0,89.76364,4.3349743,94.76365,82.0
20241030T1200,14.0602455,0.0,88.22131,4.896529,107.10272,79.0
20241030T1300,14.420245,0.0,87.15349,5.04,89.99999,87.0
20241030T1400,14.360246,0.0,86.23028,5.1544156,77.905235,83.0
20241030T1500,13.780245,0.0,88.37167,4.2136917,70.016884,70.0
20241030T1600,11.510245,0.0,94.73901,3.5455887,23.962494,23.0
20241030T1700,10.910245,0.0,95.863945,4.3498964,24.443954,14.0
20241030T1800,10.8102455,0.0,96.50636,3.7064266,29.05458,17.0
20241030T1900,10.690246,0.0,96.69716,2.0364676,44.999985,7.0
20241030T2000,10.280245,0.0,97.075806,3.7064266,60.945396,10.0
20241030T2100,9.690246,0.0,97.982185,3.7585104,73.30075,6.0
20241030T2200,9.840245,0.0,97.19401,1.8,89.99999,59.0
20241030T2300,9.360246,0.0,98.04087,3.219938,116.56505,55.0
20241031T0000,8.940246,0.0,97.36577,2.9024127,119.74488,60.0
20241031T0100,8.980246,0.0,97.03594,2.8116899,140.19443,59.0
20241031T0200,9.510245,0.0,97.31615,3.8939953,146.30994,57.0
20241031T0300,9.610246,0.0,97.71531,3.8939953,146.30994,62.0
20241031T0400,9.700245,0.0,97.058365,2.8116899,129.80557,66.0
20241031T0500,9.800245,0.0,96.4066,2.3051248,141.34018,61.0
20241031T0600,9.820246,0.0,96.53793,3.5455887,156.0375,58.0
20241031T0700,9.890245,0.0,96.54034,4.198285,149.03624,71.0
20241031T0800,10.110246,0.0,95.509476,4.6102495,141.34018,73.0
20241031T0900,10.540245,0.0,93.61313,4.3349743,131.63353,49.0
20241031T1000,11.230246,0.0,90.61266,3.219938,116.56505,99.0
20241031T1100,11.640245,0.0,88.414024,4.8433046,131.98721,84.0
20241031T1200,12.040245,0.0,86.10085,5.3999996,143.1301,76.0
20241031T1300,12.450245,0.0,85.33769,4.3498964,155.55605,35.0
20241031T1400,12.650246,0.0,83.31785,3.5455887,156.0375,33.0
20241031T1500,12.420245,0.0,85.96804,2.5455842,135.0,13.0
20241031T1600,12.150246,0.0,86.11269,3.8773184,111.80141,9.0
20241031T1700,12.400246,0.0,86.42943,4.6800003,112.61986,8.0
20241031T1800,10.620245,0.0,92.36102,3.8939953,123.69006,7.0
20241031T1900,9.650246,0.0,94.6506,3.0547013,135.0,6.0
20241031T2000,9.760245,0.0,93.887596,3.396233,147.99461,6.0
20241031T2100,9.430245,0.0,93.67767,3.6,143.1301,3.0
20241031T2200,9.420245,0.0,94.06092,3.7064266,150.94539,63.0
20241031T2300,8.970245,0.0,93.972145,4.0249224,153.43495,63.0
20241101T0000,8.760245,0.0,93.767555,4.5536795,161.56505,83.0
20241101T0100,8.390245,0.0,93.232056,4.802999,167.00539,90.0
20241101T0200,8.290245,0.0,93.675995,4.829907,153.43495,91.0
20241101T0300,7.8902454,0.0,94.62636,4.829907,153.43495,91.0
20241101T0400,7.690245,0.0,95.79827,5.154415,155.22485,92.0
20241101T0500,7.4302454,0.0,97.11863,5.3517847,160.34618,91.0
20241101T0600,6.9702454,0.0,97.84516,5.4833565,156.8014,91.0
20241101T0700,7.0902452,0.0,96.77187,5.6920996,161.56505,71.0
20241101T0800,8.300245,0.0,93.03417,5.2416787,164.0546,72.0
20241101T0900,9.610246,0.0,90.919075,5.3517847,160.34618,21.0
20241101T1000,11.070246,0.0,86.93494,6.151683,159.44395,16.0
20241101T1100,12.8102455,0.0,82.61181,6.9899354,168.11134,5.0
20241101T1200,14.610246,0.0,78.75406,6.849467,183.01279,5.0
20241101T1300,16.040245,0.0,73.65785,6.379216,196.38954,4.8
20241101T1400,16.470245,0.0,71.80046,6.0347,197.35403,5.4
20241101T1500,16.050245,0.0,74.497444,3.671294,191.30994,0.0
20241101T1600,14.290245,0.0,79.022224,4.73506,171.25385,1.2
20241101T1700,11.500245,0.0,88.759796,3.7585104,163.30075,3.3000002
20241101T1800,8.970245,0.0,96.44229,4.3349743,175.23636,11.700001
20241101T1900,8.350245,0.0,97.681885,3.096837,144.46231,7.8
20241101T2000,7.960245,0.0,97.60402,2.0991426,120.96376,1.0
20241101T2100,7.670245,0.0,98.810875,2.9024127,150.25511,0.0
20241101T2200,7.500245,0.0,98.33271,2.8116899,140.19443,1.0
20241101T2300,6.9702454,0.0,98.456,2.3051248,128.6598,5.0
20241102T0000,7.3902454,0.0,97.92436,1.484318,104.03624,30.0
20241102T0100,8.130245,0.0,95.29182,1.484318,75.96376,44.0
